epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
2,0.9879608154296875,1.1869111061096191,0.9340659340659341,0.9361702127659575,0.9588671533150456,0.9600629672153932
4,1.2798444032669067,0.6885546445846558,0.9423076923076923,0.9492107069320521,0.9374136005707671,0.9813968991583141
6,1.7481400966644287,0.20889262855052948,0.9093406593406593,0.9821551132463967,0.9480178559505998,0.9955750822165478
8,1.1279659271240234,0.07026045769453049,0.9175824175824175,0.9924502402196294,0.9731731431828166,0.9993864393793555
10,0.9381852149963379,0.22111786901950836,0.9285714285714286,0.9807824296499656,0.9886635401013961,0.997960053099529
12,1.5040501356124878,0.08203491568565369,0.9368131868131868,0.9951956074124915,0.9486548110601689,0.9986483192359212
14,0.8371957540512085,0.002024300629273057,0.9395604395604396,1.0,0.9900471783155168,1.0
16,0.9833725094795227,0.035371266305446625,0.9395604395604396,0.9965682910089224,0.9833820389003183,0.9999397209632571
18,0.9171059727668762,0.027360284700989723,0.9368131868131868,0.9979409746053535,0.9806510814953455,0.9998760120013857
20,0.9334970712661743,4.0828159399097785e-05,0.945054945054945,1.0,0.9789393603926402,1.0
22,0.9202104210853577,1.999148707909626e-06,0.945054945054945,1.0,0.979292752214949,1.0
24,0.9204394221305847,1.3400203897617757e-06,0.945054945054945,1.0,0.9792925080415266,1.0
26,0.9199367761611938,1.1619837323451065e-06,0.945054945054945,1.0,0.9793008762423634,1.0
28,0.9205109477043152,9.258561135538912e-07,0.945054945054945,1.0,0.9792607349449967,1.0
30,0.9207534193992615,7.733467555226525e-07,0.945054945054945,1.0,0.9792119812733706,1.0
