epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.3862942457199097,1.2987921237945557,0.3241758241758242,0.2553191489361702,0.5,0.5009522637916406
10,1.4094536304473877,1.3164926767349243,0.31868131868131866,0.2855181880576527,0.4667758468288218,0.4994382768716561
15,1.3364248275756836,1.3682620525360107,0.3241758241758242,0.24021962937542896,0.53882961623541,0.48371532738708084
20,1.345949411392212,1.309288501739502,0.3241758241758242,0.32532601235415237,0.4880859312410809,0.5361690783224469
25,1.4541226625442505,1.313161849975586,0.29120879120879123,0.32532601235415237,0.48702361178160053,0.5175353888817664
30,1.2690889835357666,1.276944637298584,0.32967032967032966,0.32532601235415237,0.5281732351579744,0.504052040345526
35,1.2661391496658325,1.2636991739273071,0.3269230769230769,0.32532601235415237,0.4886204200099129,0.5012678755856235
40,1.2638952732086182,1.2636991739273071,0.32967032967032966,0.32532601235415237,0.5042367249139461,0.5059387154778536
45,1.265106439590454,1.2636991739273071,0.32967032967032966,0.32532601235415237,0.510521792978126,0.4836269785454631
50,1.2654949426651,1.2636991739273071,0.32967032967032966,0.32532601235415237,0.5020667521874853,0.5090603378070191
