epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,2.0085408687591553,1.0759049654006958,0.9068493150684932,0.9313186813186813,0.9290946427291318,0.9798842949420835
10,1.9882792234420776,0.29888901114463806,0.8767123287671232,0.970467032967033,0.9370058349945416,0.9960478627299176
15,1.7139308452606201,0.3374170958995819,0.9041095890410958,0.9697802197802198,0.9168634695758049,0.9944616612766026
20,1.1620750427246094,0.546093761920929,0.9452054794520548,0.9608516483516484,0.9571967570684702,0.9922217618704672
25,2.2234227657318115,0.2631348669528961,0.8986301369863013,0.9773351648351648,0.9199186991620646,0.9978586857670074
30,1.7460311651229858,0.18210838735103607,0.9315068493150684,0.9862637362637363,0.9448346033729527,0.9989963445633444
35,1.6432998180389404,0.5450100302696228,0.9068493150684932,0.9546703296703297,0.9386825045174634,0.9931112648471505
40,1.021074891090393,0.202509805560112,0.9397260273972603,0.9828296703296703,0.9752211930192186,0.9969710957757643
45,1.7223221063613892,0.18574847280979156,0.9287671232876712,0.9855769230769231,0.9409751301798972,0.9992429303749388
50,1.638384222984314,0.18497483432292938,0.9178082191780822,0.9862637362637363,0.9500177934998976,0.9994386713800538
