epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.6632089614868164,0.8485773205757141,0.8681318681318682,0.9196980096087852,0.9339001961149527,0.9379070759014401
10,1.5163487195968628,1.5551841259002686,0.9258241758241759,0.8668496911461908,0.8978326238322881,0.8980516683480337
15,0.908485472202301,0.5957017540931702,0.9120879120879121,0.9464653397391901,0.9637192625936845,0.9776468118636799
20,2.3533403873443604,0.3409458100795746,0.8104395604395604,0.9725463280713795,0.9450208142539166,0.9881823615291726
25,0.9631541967391968,0.21768680214881897,0.9230769230769231,0.9780370624571036,0.9530989946426545,0.9962412032079911
30,1.1944745779037476,0.13684643805027008,0.9395604395604396,0.9869595058339052,0.9472559239884556,0.997275019351138
35,1.2256132364273071,0.2764671742916107,0.9148351648351648,0.9766643788606726,0.9469122313950068,0.9915990384029724
40,1.16496741771698,0.09742878377437592,0.9340659340659341,0.9910775566231984,0.9538745250844023,0.9991632243531804
45,1.090728759765625,3.05869593830721e-06,0.9258241758241759,1.0,0.9720486153820604,1.0
50,1.0841290950775146,1.43214788295154e-06,0.9258241758241759,1.0,0.9722199809994492,1.0
