epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.066406011581421,1.0909619331359863,0.6016483516483516,0.540837336993823,0.7609060715936409,0.7221794247176828
10,0.9833724498748779,1.0284556150436401,0.6565934065934066,0.6163349347975292,0.730259939233709,0.7305606222866514
15,0.9842372536659241,1.0307703018188477,0.6895604395604396,0.636238846945779,0.7623236344142601,0.7588516297671797
20,0.829051673412323,0.9005405902862549,0.9148351648351648,0.8332189430336308,0.8794998842282864,0.8191611777528542
25,0.8134941458702087,0.8797066807746887,0.9313186813186813,0.8668496911461908,0.8746855383322831,0.82378261068999
30,0.8094810247421265,0.8314560651779175,0.9313186813186813,0.9135209334248455,0.828768669824094,0.8499843941988586
35,0.8171373009681702,0.8313368558883667,0.9285714285714286,0.91283459162663,0.8614971320808723,0.8655200022503787
40,0.8542773127555847,0.8192510008811951,0.8928571428571429,0.9238160603980783,0.8867163455426262,0.8484665380084169
45,0.8089451193809509,0.8106693029403687,0.9340659340659341,0.9313658201784488,0.866924393341659,0.8532234698929724
50,0.8316611051559448,0.8279716968536377,0.9120879120879121,0.9142072752230611,0.8629339758114215,0.8545974111414764
