epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.3387163877487183,0.7684851884841919,0.8986301369863013,0.9375,0.9497477372571292,0.9757537243583064
10,1.0276672840118408,0.2963205575942993,0.9232876712328767,0.9690934065934066,0.9562213945070996,0.9958755910837763
15,1.3251991271972656,0.2279597520828247,0.9260273972602739,0.9807692307692307,0.9632224021832995,0.9971407170772232
20,1.758974313735962,0.1636534333229065,0.9095890410958904,0.9835164835164835,0.9448701633711284,0.9983897025504134
25,1.6606149673461914,0.4090624749660492,0.8958904109589041,0.9663461538461539,0.940527860513876,0.9939836860035594
30,1.4683010578155518,0.08676674216985703,0.9424657534246575,0.9917582417582418,0.9507460354297865,0.9997425380401889
35,1.7720482349395752,0.4788045287132263,0.9315068493150684,0.9697802197802198,0.9483139614352998,0.9897214689929239
40,1.2244638204574585,0.13475999236106873,0.9397260273972603,0.9876373626373627,0.96203012634918,0.9989296249414584
45,1.8767035007476807,0.1250046193599701,0.9260273972602739,0.9876373626373627,0.9352406145936395,0.9993122287244287
50,1.2471611499786377,0.1847381591796875,0.9232876712328767,0.9842032967032966,0.9651554518638146,0.9988289237146656
