epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.307129144668579,1.2612026929855347,0.34065934065934067,0.3212079615648593,0.48904381092296806,0.5099105790203766
10,1.248767614364624,1.2110459804534912,0.3489010989010989,0.38366506520247085,0.5611422399355688,0.5900124445108725
15,1.2647379636764526,1.2027312517166138,0.3543956043956044,0.4001372683596431,0.5558147930263342,0.6082118544630019
20,1.1784749031066895,1.18521249294281,0.42857142857142855,0.42072752230610844,0.6311633518519509,0.6243754262432769
25,1.2631645202636719,1.1816142797470093,0.37637362637362637,0.42141386410432397,0.5567615759014273,0.6323597956540563
30,1.2249250411987305,1.142888069152832,0.47802197802197804,0.45710363761153056,0.6403245873409583,0.6693911666197416
35,0.7416000366210938,0.9112047553062439,0.7445054945054945,0.641729581331503,0.8291544507248402,0.7820868684418905
40,0.6491134762763977,0.6554306745529175,0.7747252747252747,0.7481125600549073,0.851821083764185,0.861372145931427
45,0.905694842338562,0.533216655254364,0.7087912087912088,0.7975291695264242,0.8609722645331352,0.8998259705276089
50,0.5490674376487732,0.472827285528183,0.8296703296703297,0.8297872340425532,0.8934621430257786,0.9169570134276337
