epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,1.3563522100448608,0.8017386794090271,0.8712328767123287,0.9230769230769231,0.9263072043706904,0.9674931360611805
10,0.9417251348495483,0.49233290553092957,0.9397260273972603,0.9526098901098901,0.9583447481577947,0.9908440086085951
15,1.6548486948013306,0.4153461754322052,0.9178082191780822,0.9635989010989011,0.9404636231303768,0.9880247722950918
20,1.0521447658538818,0.28499260544776917,0.9424657534246575,0.9759615384615384,0.9422442653665933,0.9957433525987873
25,0.8397702574729919,0.24645793437957764,0.936986301369863,0.9800824175824175,0.954327201972354,0.9942396436484212
30,1.8202019929885864,0.27555811405181885,0.9013698630136986,0.9739010989010989,0.9045042890703376,0.9973783591147349
35,1.444184422492981,0.09723526239395142,0.9452054794520548,0.9917582417582418,0.9372465575408956,0.9997312124676583
40,2.2555744647979736,0.30055275559425354,0.9232876712328767,0.9752747252747253,0.9411762550389632,0.9950574534737182
45,1.4499868154525757,0.15809452533721924,0.9123287671232877,0.9842032967032966,0.9491631512093381,0.9991234315760866
50,2.176279306411743,0.31262442469596863,0.9095890410958904,0.9773351648351648,0.9446329833315033,0.9950497504069264
