epoch,Loss ( Val ),Loss ( Train ),Accuracy ( Val ),Accuracy ( Train ),ROC ( Val ),ROC ( Train )
5,0.7618998289108276,0.24991914629936218,0.9313186813186813,0.9615648592999314,0.9470580415660368,0.9943827427939114
10,0.6486332416534424,0.3059920370578766,0.9313186813186813,0.9636238846945779,0.9584681088148779,0.9873041373548641
15,0.9820547699928284,0.18793225288391113,0.9313186813186813,0.9766643788606726,0.9425328143163889,0.9915862491390501
20,0.9415895938873291,0.2839620113372803,0.9148351648351648,0.9601921757035004,0.914499085760738,0.9762313604165356
25,0.8403216600418091,0.034985870122909546,0.9148351648351648,0.9958819492107069,0.9445527662602287,0.9980721213594497
30,0.7907256484031677,0.06182936206459999,0.9285714285714286,0.9910775566231984,0.9452302204787107,0.9993876071600996
35,1.0177936553955078,0.06265513598918915,0.9285714285714286,0.9910775566231984,0.9395671367444194,0.9992783511547594
40,0.9713848233222961,0.04725247994065285,0.9148351648351648,0.9938229238160604,0.9446391499176419,0.9993034018290557
45,0.9092238545417786,0.05668674781918526,0.9230769230769231,0.9931365820178449,0.9486941378574018,0.9994029898690876
50,0.951369047164917,0.0587426982820034,0.9230769230769231,0.9931365820178449,0.9482529792517689,0.9993618058621718
